method,instance,validity,proximity_l1,proximity_l2,sparsity,intervention_t,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft
Wachter,53,1,27.154469416248265,0.8684059866402083,0.0,0,0.0,0.7841605722800705,0.0,0.9731160621976097
Wachter,54,1,26.98129083731024,0.8587078046231773,0.0,0,0.0,0.7682035471493495,0.0,0.9734790401412593
Wachter,55,1,26.64460128667866,0.8509493311051525,0.0,0,0.0,0.7845758082129977,0.0,0.9739287524181992
Wachter,56,1,26.729030752926008,0.8554401033666402,0.0,0,0.0,0.7894452169681448,0.0,0.9738454857187797
Wachter,57,1,26.92074456260429,0.8573539317404423,0.0,0,0.0,0.7697309884211379,0.0,0.9731797168375116
Wachter,58,1,27.221890943082492,0.8722921083271747,0.0,0,0.0,0.778034182763183,0.0,0.9733606524524884
Wachter,59,1,26.616073366673692,0.8475918962354305,0.0,0,0.0,0.7468874383496968,0.0,0.9739627784020036
Wachter,60,0,27.14950079300773,0.8686919001746348,0.0,0,0.0,0.7925451782735087,0.0,0.9736674749452847
Wachter,61,1,26.963608812736382,0.8626731019237999,0.0,0,0.0,0.7664909817371804,0.0,0.9738386830251199
Wachter,62,1,26.72113378287486,0.8497103754178235,0.0,0,0.0,0.7741957837695055,0.0,0.9733082879723852
Wachter,63,1,26.666963973019747,0.8511794231334248,0.0,0,0.0,0.7318721473155884,0.0,0.9742500405272869
Wachter,64,1,26.770840624250788,0.8526077592611476,0.0,0,0.0,0.7665505087938612,0.0,0.9739000378972658
Wachter,65,1,26.683279394639584,0.8497397909600732,0.0,0,0.0,0.7873502085331822,0.0,0.9739890050857748
Wachter,66,1,26.389956991782732,0.836056336750291,0.0,0,0.0,0.7845660655789102,0.0,0.9744243113579277
Wachter,67,1,27.118947073813462,0.8719709135324791,0.0,0,0.0,0.750542643920426,0.0,0.9732959056043384
Wachter,68,1,26.848101050234916,0.8539917682311985,0.0,0,0.0,0.7926006835317013,0.0,0.9734209527585957
Wachter,69,0,27.03260074593969,0.8613311100579375,0.0,0,0.0,0.7591140576723822,0.0,0.9736165810682651
Wachter,70,1,26.576297913195646,0.8456439526655121,0.0,0,0.0,0.7913991893775123,0.0,0.9737887235884841
Wachter,71,1,26.817065749363863,0.8535593542897334,0.0,0,0.0,0.7870328967479152,0.0,0.9735657215426571
Wachter,72,1,26.58756229993744,0.8440446776492219,0.0,0,0.0,0.7501833812504936,0.0,0.9737319604348305
Wachter,73,1,26.75095904536014,0.8498088187706914,0.0,0,0.0,0.7620516731504643,0.0,0.9739102055119744
Wachter,74,1,26.93324545554281,0.8596431052145868,0.0,0,0.0,0.7833906877650035,0.0,0.973575366145175
Wachter,75,0,27.078588300126484,0.8637562775701025,0.0,0,0.0,0.766585548306727,0.0,0.9733569069379665
