dataset,classifier,method,metric,value
full_spring,lstm,CftsWachter,sparsity_channels,0.0
full_spring,lstm,CftsWachter,sparsity_timepoints,0.0
full_spring,lstm,CftsWachter,trsi,0.025778868047343573
full_spring,lstm,CftsWachter,validity,0.63
full_spring,lstm,CftsWachter,validity_base,0.63
full_spring,lstm,CftsWachter,validity_shift,0.7
full_spring,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard,0.0
full_spring,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard_given_valid,0.0
full_spring,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard_valid,0.0
full_spring,lstm,NoiselessSCMRecourse,cf_faith_pearl_soft,0.3355998003487944
full_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard,1.0
full_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard_given_valid,1.0
full_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard_valid,1.0
full_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_soft,0.9999961911886204
full_spring,lstm,NoiselessSCMRecourse,do_complexity_mean,73.0
full_spring,lstm,NoiselessSCMRecourse,do_complexity_mean_all,73.0
full_spring,lstm,NoiselessSCMRecourse,do_complexity_mean_pearl_scorable,73.0
full_spring,lstm,NoiselessSCMRecourse,do_complexity_median,75.0
full_spring,lstm,NoiselessSCMRecourse,do_complexity_stability,1.000204081632653
full_spring,lstm,NoiselessSCMRecourse,frac_degenerate,0.0
full_spring,lstm,NoiselessSCMRecourse,frac_no_do_schedule,0.0
full_spring,lstm,NoiselessSCMRecourse,frac_vacuous,0.0
full_spring,lstm,NoiselessSCMRecourse,n,100.0
full_spring,lstm,NoiselessSCMRecourse,n_cf_faith_scorable,100.0
full_spring,lstm,NoiselessSCMRecourse,n_do_scorable,100.0
full_spring,lstm,NoiselessSCMRecourse,ood,0.06693756854089766
full_spring,lstm,NoiselessSCMRecourse,pns_PS_A_model_proposed,1.0
full_spring,lstm,NoiselessSCMRecourse,pns_PS_B_model_oracle,0.49
full_spring,lstm,NoiselessSCMRecourse,pns_PS_C_world_oracle,0.48
full_spring,lstm,NoiselessSCMRecourse,pns_PS_delta_outcome,0.010000000000000009
full_spring,lstm,NoiselessSCMRecourse,pns_PS_delta_total,0.52
full_spring,lstm,NoiselessSCMRecourse,pns_PS_delta_trajectory,0.51
full_spring,lstm,NoiselessSCMRecourse,pns_PS_do_complexity_mean,73.0
full_spring,lstm,NoiselessSCMRecourse,pns_PS_do_complexity_median,75.0
full_spring,lstm,NoiselessSCMRecourse,pns_PS_frac_no_intervention,0.0
full_spring,lstm,NoiselessSCMRecourse,pns_PS_n,100.0
full_spring,lstm,NoiselessSCMRecourse,pns_PS_n_scorable,100.0
full_spring,lstm,NoiselessSCMRecourse,proximity_l1,2830.4547594505793
full_spring,lstm,NoiselessSCMRecourse,proximity_l2,153.17198798936388
full_spring,lstm,NoiselessSCMRecourse,scm_noise_plausibility,0.3628868551570604
full_spring,lstm,NoiselessSCMRecourse,shift_vr,1.0
full_spring,lstm,NoiselessSCMRecourse,sparsity,0.27105
full_spring,lstm,NoiselessSCMRecourse,sparsity_channels,0.0
full_spring,lstm,NoiselessSCMRecourse,sparsity_timepoints,0.27
full_spring,lstm,NoiselessSCMRecourse,trsi,0.06378048341355828
full_spring,lstm,NoiselessSCMRecourse,validity,1.0
full_spring,lstm,NoiselessSCMRecourse,validity_base,1.0
full_spring,lstm,NoiselessSCMRecourse,validity_shift,1.0
full_spring,lstm,PearlSCMRecourse,cf_faith_pearl_hard,1.0
full_spring,lstm,PearlSCMRecourse,cf_faith_pearl_hard_given_valid,1.0
full_spring,lstm,PearlSCMRecourse,cf_faith_pearl_hard_valid,1.0
full_spring,lstm,PearlSCMRecourse,cf_faith_pearl_soft,0.999998637811187
full_spring,lstm,PearlSCMRecourse,cf_faith_rollout_hard,0.0
full_spring,lstm,PearlSCMRecourse,cf_faith_rollout_hard_given_valid,0.0
full_spring,lstm,PearlSCMRecourse,cf_faith_rollout_hard_valid,0.0
full_spring,lstm,PearlSCMRecourse,cf_faith_rollout_soft,0.32033774962466965
full_spring,lstm,PearlSCMRecourse,do_complexity_mean,1.0
full_spring,lstm,PearlSCMRecourse,do_complexity_mean_all,1.0
full_spring,lstm,PearlSCMRecourse,do_complexity_mean_pearl_scorable,1.0
full_spring,lstm,PearlSCMRecourse,do_complexity_median,1.0
full_spring,lstm,PearlSCMRecourse,do_complexity_stability,1.0
full_spring,lstm,PearlSCMRecourse,frac_degenerate,0.0
full_spring,lstm,PearlSCMRecourse,frac_no_do_schedule,0.0
full_spring,lstm,PearlSCMRecourse,frac_vacuous,0.0
full_spring,lstm,PearlSCMRecourse,n,100.0
full_spring,lstm,PearlSCMRecourse,n_cf_faith_scorable,100.0
full_spring,lstm,PearlSCMRecourse,n_do_scorable,100.0
full_spring,lstm,PearlSCMRecourse,ood,0.07222373498381159
full_spring,lstm,PearlSCMRecourse,pns_PS_A_model_proposed,1.0
full_spring,lstm,PearlSCMRecourse,pns_PS_B_model_oracle,1.0
full_spring,lstm,PearlSCMRecourse,pns_PS_C_world_oracle,0.98
full_spring,lstm,PearlSCMRecourse,pns_PS_delta_outcome,0.020000000000000018
full_spring,lstm,PearlSCMRecourse,pns_PS_delta_total,0.020000000000000018
full_spring,lstm,PearlSCMRecourse,pns_PS_delta_trajectory,0.0
full_spring,lstm,PearlSCMRecourse,pns_PS_do_complexity_mean,1.0
full_spring,lstm,PearlSCMRecourse,pns_PS_do_complexity_median,1.0
full_spring,lstm,PearlSCMRecourse,pns_PS_frac_no_intervention,0.0
full_spring,lstm,PearlSCMRecourse,pns_PS_n,100.0
full_spring,lstm,PearlSCMRecourse,pns_PS_n_scorable,100.0
full_spring,lstm,PearlSCMRecourse,proximity_l1,2225.771965247591
full_spring,lstm,PearlSCMRecourse,proximity_l2,138.25400674322935
full_spring,lstm,PearlSCMRecourse,scm_noise_plausibility,0.932653747591988
full_spring,lstm,PearlSCMRecourse,shift_vr,1.0
full_spring,lstm,PearlSCMRecourse,sparsity,0.25957
full_spring,lstm,PearlSCMRecourse,sparsity_channels,0.005
full_spring,lstm,PearlSCMRecourse,sparsity_timepoints,0.25
full_spring,lstm,PearlSCMRecourse,trsi,0.036118405952524295
full_spring,lstm,PearlSCMRecourse,validity,1.0
full_spring,lstm,PearlSCMRecourse,validity_base,1.0
full_spring,lstm,PearlSCMRecourse,validity_shift,1.0
full_spring,lstm,TSCausal,cf_faith_pearl_hard,0.0
full_spring,lstm,TSCausal,cf_faith_pearl_hard_given_valid,0.0
full_spring,lstm,TSCausal,cf_faith_pearl_hard_valid,0.0
full_spring,lstm,TSCausal,cf_faith_pearl_soft,0.29945745327336004
full_spring,lstm,TSCausal,cf_faith_rollout_hard,0.0
full_spring,lstm,TSCausal,cf_faith_rollout_hard_given_valid,0.0
full_spring,lstm,TSCausal,cf_faith_rollout_hard_valid,0.0
full_spring,lstm,TSCausal,cf_faith_rollout_soft,0.5562528403640815
full_spring,lstm,TSCausal,do_complexity_mean,100.0
full_spring,lstm,TSCausal,do_complexity_mean_all,100.0
full_spring,lstm,TSCausal,do_complexity_mean_pearl_scorable,100.0
full_spring,lstm,TSCausal,do_complexity_median,100.0
full_spring,lstm,TSCausal,do_complexity_stability,1.0
full_spring,lstm,TSCausal,frac_degenerate,0.0
full_spring,lstm,TSCausal,frac_no_do_schedule,0.0
full_spring,lstm,TSCausal,frac_vacuous,0.0
full_spring,lstm,TSCausal,n,100.0
full_spring,lstm,TSCausal,n_cf_faith_scorable,100.0
full_spring,lstm,TSCausal,n_do_scorable,100.0
full_spring,lstm,TSCausal,ood,0.09583079270889774
full_spring,lstm,TSCausal,pns_PS_A_model_proposed,0.05
full_spring,lstm,TSCausal,pns_PS_B_model_oracle,0.04
full_spring,lstm,TSCausal,pns_PS_C_world_oracle,0.04
full_spring,lstm,TSCausal,pns_PS_delta_outcome,0.0
full_spring,lstm,TSCausal,pns_PS_delta_total,0.010000000000000002
full_spring,lstm,TSCausal,pns_PS_delta_trajectory,0.010000000000000002
full_spring,lstm,TSCausal,pns_PS_do_complexity_mean,100.0
full_spring,lstm,TSCausal,pns_PS_do_complexity_median,100.0
full_spring,lstm,TSCausal,pns_PS_frac_no_intervention,0.0
full_spring,lstm,TSCausal,pns_PS_n,100.0
full_spring,lstm,TSCausal,pns_PS_n_scorable,100.0
full_spring,lstm,TSCausal,proximity_l1,1304.397045170553
full_spring,lstm,TSCausal,proximity_l2,60.400566562698074
full_spring,lstm,TSCausal,scm_noise_plausibility,0.021987135494364506
full_spring,lstm,TSCausal,sparsity,0.006580000000000002
full_spring,lstm,TSCausal,sparsity_channels,0.0
full_spring,lstm,TSCausal,sparsity_timepoints,0.0
full_spring,lstm,TSCausal,trsi,0.10169880063205593
full_spring,lstm,TSCausal,validity,0.05
full_spring,lstm,TSCausal,validity_base,0.05
full_spring,lstm,TSCausal,validity_shift,0.09
full_spring,lstm,__dataset__,axis_a_LagAcc,1.0
full_spring,lstm,__dataset__,axis_a_LagF1,1.0
full_spring,lstm,__dataset__,axis_a_ResidualDep,0.0018141753685957237
full_spring,lstm,__dataset__,axis_a_SHD,0.0
full_spring,oracle,OracleCF-Pearl,cf_faith_pearl_hard,1.0
full_spring,oracle,OracleCF-Pearl,cf_faith_pearl_hard_given_valid,1.0
full_spring,oracle,OracleCF-Pearl,cf_faith_pearl_hard_valid,0.45
full_spring,oracle,OracleCF-Pearl,cf_faith_pearl_soft,0.9999997356061792
full_spring,oracle,OracleCF-Pearl,cf_faith_rollout_hard,0.0
full_spring,oracle,OracleCF-Pearl,cf_faith_rollout_hard_given_valid,0.0
full_spring,oracle,OracleCF-Pearl,cf_faith_rollout_hard_valid,0.0
full_spring,oracle,OracleCF-Pearl,cf_faith_rollout_soft,0.4792906539417967
full_spring,oracle,OracleCF-Pearl,do_complexity_mean,1.0
full_spring,oracle,OracleCF-Pearl,do_complexity_mean_all,1.0
full_spring,oracle,OracleCF-Pearl,do_complexity_mean_pearl_scorable,1.0
full_spring,oracle,OracleCF-Pearl,do_complexity_median,1.0
full_spring,oracle,OracleCF-Pearl,do_complexity_stability,1.0
full_spring,oracle,OracleCF-Pearl,frac_degenerate,0.0
full_spring,oracle,OracleCF-Pearl,frac_no_do_schedule,0.0
full_spring,oracle,OracleCF-Pearl,frac_vacuous,0.0
full_spring,oracle,OracleCF-Pearl,n,100.0
full_spring,oracle,OracleCF-Pearl,n_cf_faith_scorable,100.0
full_spring,oracle,OracleCF-Pearl,n_do_scorable,100.0
full_spring,oracle,OracleCF-Pearl,ood,0.0735803639790474
full_spring,oracle,OracleCF-Pearl,proximity_l1,192.3760133061618
full_spring,oracle,OracleCF-Pearl,proximity_l2,20.216313846634804
full_spring,oracle,OracleCF-Pearl,scm_noise_plausibility,0.9719849046375961
full_spring,oracle,OracleCF-Pearl,sparsity,0.8774999999999998
full_spring,oracle,OracleCF-Pearl,sparsity_channels,0.7499999999999999
full_spring,oracle,OracleCF-Pearl,sparsity_timepoints,0.5
full_spring,oracle,OracleCF-Pearl,trsi,0.055272913818228304
full_spring,oracle,OracleCF-Pearl,validity,0.45
full_spring,oracle,OracleCF-Rollout,cf_faith_pearl_hard,0.0
full_spring,oracle,OracleCF-Rollout,cf_faith_pearl_hard_given_valid,0.0
full_spring,oracle,OracleCF-Rollout,cf_faith_pearl_hard_valid,0.0
full_spring,oracle,OracleCF-Rollout,cf_faith_pearl_soft,0.47929065061555215
full_spring,oracle,OracleCF-Rollout,cf_faith_rollout_hard,1.0
full_spring,oracle,OracleCF-Rollout,cf_faith_rollout_hard_given_valid,1.0
full_spring,oracle,OracleCF-Rollout,cf_faith_rollout_hard_valid,0.45
full_spring,oracle,OracleCF-Rollout,cf_faith_rollout_soft,0.9999997508829391
full_spring,oracle,OracleCF-Rollout,do_complexity_mean,50.0
full_spring,oracle,OracleCF-Rollout,do_complexity_mean_all,50.0
full_spring,oracle,OracleCF-Rollout,do_complexity_mean_pearl_scorable,50.0
full_spring,oracle,OracleCF-Rollout,do_complexity_median,50.0
full_spring,oracle,OracleCF-Rollout,do_complexity_stability,1.0
full_spring,oracle,OracleCF-Rollout,frac_degenerate,0.0
full_spring,oracle,OracleCF-Rollout,frac_no_do_schedule,0.0
full_spring,oracle,OracleCF-Rollout,frac_vacuous,0.0
full_spring,oracle,OracleCF-Rollout,n,100.0
full_spring,oracle,OracleCF-Rollout,n_cf_faith_scorable,100.0
full_spring,oracle,OracleCF-Rollout,n_do_scorable,100.0
full_spring,oracle,OracleCF-Rollout,ood,0.07688996249120972
full_spring,oracle,OracleCF-Rollout,proximity_l1,485.4860133161975
full_spring,oracle,OracleCF-Rollout,proximity_l2,32.21126077524138
full_spring,oracle,OracleCF-Rollout,scm_noise_plausibility,0.5172248495820349
full_spring,oracle,OracleCF-Rollout,sparsity,0.5096
full_spring,oracle,OracleCF-Rollout,sparsity_channels,0.0
full_spring,oracle,OracleCF-Rollout,sparsity_timepoints,0.5
full_spring,oracle,OracleCF-Rollout,trsi,0.132346584229893
full_spring,oracle,OracleCF-Rollout,validity,0.45
smoke_spring,lstm,CftsCOMTE,cf_faith_pearl_hard,0.0
smoke_spring,lstm,CftsCOMTE,cf_faith_pearl_hard_given_valid,0.0
smoke_spring,lstm,CftsCOMTE,cf_faith_pearl_hard_valid,0.0
smoke_spring,lstm,CftsCOMTE,cf_faith_pearl_soft,0.4120869227070155
smoke_spring,lstm,CftsCOMTE,cf_faith_rollout_hard,0.0
smoke_spring,lstm,CftsCOMTE,cf_faith_rollout_hard_given_valid,0.0
smoke_spring,lstm,CftsCOMTE,cf_faith_rollout_hard_valid,0.0
smoke_spring,lstm,CftsCOMTE,cf_faith_rollout_soft,0.29309609060090136
smoke_spring,lstm,CftsCOMTE,do_complexity_mean,30.0
smoke_spring,lstm,CftsCOMTE,do_complexity_mean_all,30.0
smoke_spring,lstm,CftsCOMTE,do_complexity_mean_pearl_scorable,30.0
smoke_spring,lstm,CftsCOMTE,do_complexity_median,30.0
smoke_spring,lstm,CftsCOMTE,do_complexity_stability,1.0
smoke_spring,lstm,CftsCOMTE,frac_degenerate,0.0
smoke_spring,lstm,CftsCOMTE,frac_no_do_schedule,0.0
smoke_spring,lstm,CftsCOMTE,frac_vacuous,0.0
smoke_spring,lstm,CftsCOMTE,n,20.0
smoke_spring,lstm,CftsCOMTE,n_cf_faith_scorable,20.0
smoke_spring,lstm,CftsCOMTE,n_do_scorable,20.0
smoke_spring,lstm,CftsCOMTE,ood,0.08859414900321479
smoke_spring,lstm,CftsCOMTE,pns_PS_A_model_proposed,1.0
smoke_spring,lstm,CftsCOMTE,pns_PS_B_model_oracle,0.1
smoke_spring,lstm,CftsCOMTE,pns_PS_C_world_oracle,0.1
smoke_spring,lstm,CftsCOMTE,pns_PS_delta_outcome,0.0
smoke_spring,lstm,CftsCOMTE,pns_PS_delta_total,0.9
smoke_spring,lstm,CftsCOMTE,pns_PS_delta_trajectory,0.9
smoke_spring,lstm,CftsCOMTE,pns_PS_do_complexity_mean,30.0
smoke_spring,lstm,CftsCOMTE,pns_PS_do_complexity_median,30.0
smoke_spring,lstm,CftsCOMTE,pns_PS_frac_no_intervention,0.0
smoke_spring,lstm,CftsCOMTE,pns_PS_n,20.0
smoke_spring,lstm,CftsCOMTE,pns_PS_n_scorable,20.0
smoke_spring,lstm,CftsCOMTE,proximity_l1,570.400889336252
smoke_spring,lstm,CftsCOMTE,proximity_l2,66.9935521331898
smoke_spring,lstm,CftsCOMTE,scm_noise_plausibility,0.6871371912245939
smoke_spring,lstm,CftsCOMTE,shift_vr,1.0
smoke_spring,lstm,CftsCOMTE,sparsity,0.745
smoke_spring,lstm,CftsCOMTE,sparsity_channels,0.745
smoke_spring,lstm,CftsCOMTE,sparsity_timepoints,0.0
smoke_spring,lstm,CftsCOMTE,trsi,0.06949762985076074
smoke_spring,lstm,CftsCOMTE,validity,1.0
smoke_spring,lstm,CftsCOMTE,validity_base,1.0
smoke_spring,lstm,CftsCOMTE,validity_shift,1.0
smoke_spring,lstm,CftsCels,cf_faith_pearl_hard,0.25
smoke_spring,lstm,CftsCels,cf_faith_pearl_hard_given_valid,0.0
smoke_spring,lstm,CftsCels,cf_faith_pearl_hard_valid,0.0
smoke_spring,lstm,CftsCels,cf_faith_pearl_soft,0.8986959574110264
smoke_spring,lstm,CftsCels,cf_faith_rollout_hard,0.0
smoke_spring,lstm,CftsCels,cf_faith_rollout_hard_given_valid,0.0
smoke_spring,lstm,CftsCels,cf_faith_rollout_hard_valid,0.0
smoke_spring,lstm,CftsCels,cf_faith_rollout_soft,0.5863404876279942
smoke_spring,lstm,CftsCels,do_complexity_mean,20.5
smoke_spring,lstm,CftsCels,do_complexity_mean_all,20.5
smoke_spring,lstm,CftsCels,do_complexity_mean_pearl_scorable,20.5
smoke_spring,lstm,CftsCels,do_complexity_median,19.0
smoke_spring,lstm,CftsCels,do_complexity_stability,11.824640804597701
smoke_spring,lstm,CftsCels,frac_degenerate,0.0
smoke_spring,lstm,CftsCels,frac_no_do_schedule,0.0
smoke_spring,lstm,CftsCels,frac_vacuous,0.0
smoke_spring,lstm,CftsCels,n,20.0
smoke_spring,lstm,CftsCels,n_cf_faith_scorable,20.0
smoke_spring,lstm,CftsCels,n_do_scorable,20.0
smoke_spring,lstm,CftsCels,ood,0.08111430366197925
smoke_spring,lstm,CftsCels,pns_PS_A_model_proposed,0.3
smoke_spring,lstm,CftsCels,pns_PS_B_model_oracle,0.0
smoke_spring,lstm,CftsCels,pns_PS_C_world_oracle,0.0
smoke_spring,lstm,CftsCels,pns_PS_delta_outcome,0.0
smoke_spring,lstm,CftsCels,pns_PS_delta_total,0.3
smoke_spring,lstm,CftsCels,pns_PS_delta_trajectory,0.3
smoke_spring,lstm,CftsCels,pns_PS_do_complexity_mean,20.5
smoke_spring,lstm,CftsCels,pns_PS_do_complexity_median,19.0
smoke_spring,lstm,CftsCels,pns_PS_frac_no_intervention,0.0
smoke_spring,lstm,CftsCels,pns_PS_n,20.0
smoke_spring,lstm,CftsCels,pns_PS_n_scorable,20.0
smoke_spring,lstm,CftsCels,proximity_l1,40.97882068760889
smoke_spring,lstm,CftsCels,proximity_l2,5.632260296682693
smoke_spring,lstm,CftsCels,scm_noise_plausibility,0.9103062120248365
smoke_spring,lstm,CftsCels,shift_vr,0.6666666666666667
smoke_spring,lstm,CftsCels,sparsity,0.7536666666666665
smoke_spring,lstm,CftsCels,sparsity_channels,0.24500000000000002
smoke_spring,lstm,CftsCels,sparsity_timepoints,0.42666666666666664
smoke_spring,lstm,CftsCels,trsi,0.9054521962717361
smoke_spring,lstm,CftsCels,validity,0.3
smoke_spring,lstm,CftsCels,validity_base,0.3
smoke_spring,lstm,CftsCels,validity_shift,0.2
smoke_spring,lstm,CftsConfeti,cf_faith_pearl_hard,0.0
smoke_spring,lstm,CftsConfeti,cf_faith_pearl_hard_given_valid,0.0
smoke_spring,lstm,CftsConfeti,cf_faith_pearl_hard_valid,0.0
smoke_spring,lstm,CftsConfeti,cf_faith_pearl_soft,0.03416865254596916
smoke_spring,lstm,CftsConfeti,cf_faith_rollout_hard,0.0
smoke_spring,lstm,CftsConfeti,cf_faith_rollout_hard_given_valid,0.0
smoke_spring,lstm,CftsConfeti,cf_faith_rollout_hard_valid,0.0
smoke_spring,lstm,CftsConfeti,cf_faith_rollout_soft,0.025228952259304993
smoke_spring,lstm,CftsConfeti,do_complexity_mean,4.5
smoke_spring,lstm,CftsConfeti,do_complexity_mean_all,4.5
smoke_spring,lstm,CftsConfeti,do_complexity_mean_pearl_scorable,30.0
smoke_spring,lstm,CftsConfeti,do_complexity_median,0.0
smoke_spring,lstm,CftsConfeti,do_complexity_stability,1.0
smoke_spring,lstm,CftsConfeti,frac_degenerate,0.85
smoke_spring,lstm,CftsConfeti,frac_no_do_schedule,0.85
smoke_spring,lstm,CftsConfeti,frac_vacuous,0.85
smoke_spring,lstm,CftsConfeti,n,20.0
smoke_spring,lstm,CftsConfeti,n_cf_faith_scorable,3.0
smoke_spring,lstm,CftsConfeti,n_do_scorable,3.0
smoke_spring,lstm,CftsConfeti,ood,0.07786308279517298
smoke_spring,lstm,CftsConfeti,pns_PS_A_model_proposed,1.0
smoke_spring,lstm,CftsConfeti,pns_PS_B_model_oracle,0.6666666666666666
smoke_spring,lstm,CftsConfeti,pns_PS_C_world_oracle,0.6666666666666666
smoke_spring,lstm,CftsConfeti,pns_PS_delta_outcome,0.0
smoke_spring,lstm,CftsConfeti,pns_PS_delta_total,0.33333333333333337
smoke_spring,lstm,CftsConfeti,pns_PS_delta_trajectory,0.33333333333333337
smoke_spring,lstm,CftsConfeti,pns_PS_do_complexity_mean,30.0
smoke_spring,lstm,CftsConfeti,pns_PS_do_complexity_median,30.0
smoke_spring,lstm,CftsConfeti,pns_PS_frac_no_intervention,0.85
smoke_spring,lstm,CftsConfeti,pns_PS_n,20.0
smoke_spring,lstm,CftsConfeti,pns_PS_n_scorable,3.0
smoke_spring,lstm,CftsConfeti,proximity_l1,69.96764948966947
smoke_spring,lstm,CftsConfeti,proximity_l2,7.449626680323431
smoke_spring,lstm,CftsConfeti,scm_noise_plausibility,0.8271172249514708
smoke_spring,lstm,CftsConfeti,sparsity,0.9253333333333333
smoke_spring,lstm,CftsConfeti,sparsity_channels,0.85
smoke_spring,lstm,CftsConfeti,sparsity_timepoints,0.85
smoke_spring,lstm,CftsConfeti,trsi,1.3142895408055577
smoke_spring,lstm,CftsConfeti,validity,0.15
smoke_spring,lstm,CftsConfeti,validity_base,0.15
smoke_spring,lstm,CftsConfeti,validity_shift,0.15
smoke_spring,lstm,CftsWachter,cf_faith_pearl_hard,0.0
smoke_spring,lstm,CftsWachter,cf_faith_pearl_hard_given_valid,0.0
smoke_spring,lstm,CftsWachter,cf_faith_pearl_hard_valid,0.0
smoke_spring,lstm,CftsWachter,cf_faith_pearl_soft,0.3558538385815825
smoke_spring,lstm,CftsWachter,cf_faith_rollout_hard,0.0
smoke_spring,lstm,CftsWachter,cf_faith_rollout_hard_given_valid,0.0
smoke_spring,lstm,CftsWachter,cf_faith_rollout_hard_valid,0.0
smoke_spring,lstm,CftsWachter,cf_faith_rollout_soft,0.43940461864685537
smoke_spring,lstm,CftsWachter,do_complexity_mean,30.0
smoke_spring,lstm,CftsWachter,do_complexity_mean_all,30.0
smoke_spring,lstm,CftsWachter,do_complexity_mean_pearl_scorable,30.0
smoke_spring,lstm,CftsWachter,do_complexity_median,30.0
smoke_spring,lstm,CftsWachter,do_complexity_stability,1.0
smoke_spring,lstm,CftsWachter,frac_degenerate,0.0
smoke_spring,lstm,CftsWachter,frac_no_do_schedule,0.0
smoke_spring,lstm,CftsWachter,frac_vacuous,0.0
smoke_spring,lstm,CftsWachter,n,20.0
smoke_spring,lstm,CftsWachter,n_cf_faith_scorable,20.0
smoke_spring,lstm,CftsWachter,n_do_scorable,20.0
smoke_spring,lstm,CftsWachter,ood,0.0674163517969697
smoke_spring,lstm,CftsWachter,pns_PS_A_model_proposed,0.85
smoke_spring,lstm,CftsWachter,pns_PS_B_model_oracle,0.55
smoke_spring,lstm,CftsWachter,pns_PS_C_world_oracle,0.5
smoke_spring,lstm,CftsWachter,pns_PS_delta_outcome,0.050000000000000044
smoke_spring,lstm,CftsWachter,pns_PS_delta_total,0.35
smoke_spring,lstm,CftsWachter,pns_PS_delta_trajectory,0.29999999999999993
smoke_spring,lstm,CftsWachter,pns_PS_do_complexity_mean,30.0
smoke_spring,lstm,CftsWachter,pns_PS_do_complexity_median,30.0
smoke_spring,lstm,CftsWachter,pns_PS_frac_no_intervention,0.0
smoke_spring,lstm,CftsWachter,pns_PS_n,20.0
smoke_spring,lstm,CftsWachter,pns_PS_n_scorable,20.0
smoke_spring,lstm,CftsWachter,proximity_l1,1823.2309919042218
smoke_spring,lstm,CftsWachter,proximity_l2,142.24689744415588
smoke_spring,lstm,CftsWachter,scm_noise_plausibility,0.7143672227921999
smoke_spring,lstm,CftsWachter,shift_vr,1.0588235294117647
smoke_spring,lstm,CftsWachter,sparsity,0.0001666666666666667
smoke_spring,lstm,CftsWachter,sparsity_channels,0.0
smoke_spring,lstm,CftsWachter,sparsity_timepoints,0.0
smoke_spring,lstm,CftsWachter,trsi,0.051155920659035
smoke_spring,lstm,CftsWachter,validity,0.85
smoke_spring,lstm,CftsWachter,validity_base,0.85
smoke_spring,lstm,CftsWachter,validity_shift,0.9
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard,0.0
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard_given_valid,0.0
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard_valid,0.0
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_pearl_soft,0.6907049961142744
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard,1.0
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard_given_valid,1.0
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard_valid,1.0
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_soft,0.999999349368129
smoke_spring,lstm,NoiselessSCMRecourse,do_complexity_mean,22.0
smoke_spring,lstm,NoiselessSCMRecourse,do_complexity_mean_all,22.0
smoke_spring,lstm,NoiselessSCMRecourse,do_complexity_mean_pearl_scorable,22.0
smoke_spring,lstm,NoiselessSCMRecourse,do_complexity_median,22.0
smoke_spring,lstm,NoiselessSCMRecourse,do_complexity_stability,1.0
smoke_spring,lstm,NoiselessSCMRecourse,frac_degenerate,0.0
smoke_spring,lstm,NoiselessSCMRecourse,frac_no_do_schedule,0.0
smoke_spring,lstm,NoiselessSCMRecourse,frac_vacuous,0.0
smoke_spring,lstm,NoiselessSCMRecourse,n,20.0
smoke_spring,lstm,NoiselessSCMRecourse,n_cf_faith_scorable,20.0
smoke_spring,lstm,NoiselessSCMRecourse,n_do_scorable,20.0
smoke_spring,lstm,NoiselessSCMRecourse,ood,0.04407643314220364
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_A_model_proposed,1.0
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_B_model_oracle,0.7
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_C_world_oracle,0.5
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_delta_outcome,0.19999999999999996
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_delta_total,0.5
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_delta_trajectory,0.30000000000000004
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_do_complexity_mean,22.0
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_do_complexity_median,22.0
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_frac_no_intervention,0.0
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_n,20.0
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_n_scorable,20.0
smoke_spring,lstm,NoiselessSCMRecourse,proximity_l1,801.4635233425837
smoke_spring,lstm,NoiselessSCMRecourse,proximity_l2,62.51468554631983
smoke_spring,lstm,NoiselessSCMRecourse,scm_noise_plausibility,0.6690922816802619
smoke_spring,lstm,NoiselessSCMRecourse,shift_vr,1.0
smoke_spring,lstm,NoiselessSCMRecourse,sparsity,0.2668333333333333
smoke_spring,lstm,NoiselessSCMRecourse,sparsity_channels,0.0
smoke_spring,lstm,NoiselessSCMRecourse,sparsity_timepoints,0.26666666666666666
smoke_spring,lstm,NoiselessSCMRecourse,trsi,0.119209282613382
smoke_spring,lstm,NoiselessSCMRecourse,validity,1.0
smoke_spring,lstm,NoiselessSCMRecourse,validity_base,1.0
