benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,trsi,ivr,intervention_t,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid
smoke_regime,lstm,CftsWachter,8,1,27.230937463199375,2.8794975971049617,0.0,0.51119318035922,0.0,0,0.0,0.8798693315028128,0.0,0.8452575621582143,0.0,0.0
smoke_regime,lstm,CftsWachter,9,1,23.92965518847911,2.6095489340112286,0.0,0.4995738134075242,0.0,0,0.0,0.9123047647178066,0.0,0.8677834363854299,0.0,0.0
smoke_regime,lstm,PearlCARLA,0,0,7.474395664786207,2.1346770353805096,0.5,0.10610159771184291,0.0,15,0.0,0.9148465249196277,1.0,0.99999998727864,0.0,0.0
smoke_regime,lstm,PearlCARLA,1,0,5.288278975159986,1.3578250220126002,0.2733333333333333,0.0817378947941947,0.0,8,0.0,0.8963375167000236,1.0,0.9999999931132919,0.0,0.0
smoke_regime,lstm,PearlCARLA,2,0,5.7255467234217114,1.7028297947674278,0.5,0.08440327259306532,0.0,15,0.0,0.8986458202200474,1.0,0.9999999921322651,0.0,0.0
smoke_regime,lstm,PearlCARLA,3,0,6.717305059449486,1.9263980052137375,0.26666666666666666,0.11915485142490283,0.0,8,0.0,0.8963370923290799,1.0,0.9999999934644983,0.0,0.0
smoke_regime,lstm,PearlCARLA,4,0,4.7944703577929415,1.189160284877062,0.26666666666666666,0.06980355776544993,0.0,8,0.0,0.9073790053709937,1.0,0.9999999941289477,0.0,0.0
smoke_regime,lstm,PearlCARLA,5,1,6.897279207536738,2.349986725300393,0.28,0.12054510942667127,0.0,8,0.0,0.8995869721351487,1.0,0.9999999880882486,0.0,1.0
smoke_regime,lstm,PearlCARLA,6,0,8.051100915517413,2.0048184013042083,0.5,0.11246106612855272,0.0,15,0.0,0.9033340656300669,1.0,0.9999999936217007,0.0,0.0
smoke_regime,lstm,PearlCARLA,7,0,1.9443696511643205,0.5721487302005186,0.26666666666666666,0.034404616870454464,0.0,8,0.0,0.8963033668943506,1.0,0.9999999930287109,0.0,0.0
smoke_regime,lstm,PearlCARLA,8,1,8.38562988565468,2.3680508723825753,0.5,0.1441310487778168,0.0,15,0.0,0.9119350016199325,1.0,0.9999999922525992,0.0,1.0
smoke_regime,lstm,PearlCARLA,9,0,3.790686148509833,1.352385850049638,0.3,0.08519304695101954,0.0,8,0.0,0.9085333812313562,1.0,0.9999999933873857,0.0,0.0
